Parameter,Actual values,Case 2 : CE,Case3 : Dual,,diffrence in controlers,CE offset,Dual offset
uk_1,100,99.56560200354556,97.09674408453283,,2.468857919012734,0.434397996454436,2.90325591546717
uk_1,100,98.59922474559733,97.55434322930527,,1.044881516292051,1.4007752544026744,2.4456567706947254
uk_1,100,99.1365545052835,98.83530314981215,,0.30125135547135073,0.8634454947165011,1.1646968501878519
uk_1,100,97.79897432651524,97.80025753585139,,-0.0012832093361510033,2.2010256734847644,2.1997424641486134
uk_1,100,99.14370083953057,99.2247270971903,,-0.0810262576597296,0.8562991604694332,0.7752729028097036
uk_1,100,100.2102540761236,100.28608224861618,,-0.075828172492578,-0.21025407612360425,-0.28608224861618226
uk_1,100,101.48345466057508,101.53434435935678,,-0.050889698781702464,-1.4834546605750774,-1.5343443593567798
uk_1,100,100.72714426570823,100.75252299173252,,-0.025378726024285925,-0.7271442657082332,-0.7525229917325191
uk_1,100,100.62014694114855,100.6278086615352,,-0.007661720386650472,-0.6201469411485476,-0.6278086615351981
uk_1,100,101.29969345618481,101.30021034976431,,-0.000516893579501243,-1.2996934561848121,-1.3002103497643134
uk_1,100,98.09920877583754,98.0998870309475,,-0.0006782551099604461,1.900791224162461,1.9001129690525005
uk_1,100,98.46568521929876,98.46798759844249,,-0.002302379143728217,1.5343147807012372,1.532012401557509
uk_1,100,104.16083072941306,104.40343254866231,,-0.24260181924924495,-4.160830729413064,-4.403432548662309
uk_1,100,100.0050031883874,100.17556248339936,,-0.17055929501195521,-0.005003188387405544,-0.17556248339936076
uk_1,100,98.8010890143389,98.8964608186501,,-0.09537180431119907,1.1989109856611009,1.1035391813499018
uk_1,100,40.0,40.399999596,,-0.3999995960000007,60.0,59.600000404
uk_1,100,117.83423459997528,118.00778622666428,,-0.17355162668900448,-17.834234599975275,-18.00778622666428
uk_1,100,109.55552298113463,109.70183394521766,,-0.14631096408302824,-9.55552298113463,-9.701833945217658
uk_1,100,103.90652509974504,104.00759775903528,,-0.10107265929023868,-3.906525099745039,-4.007597759035278
uk_1,100,99.57803399256953,99.63348590972988,,-0.05545191716035447,0.42196600743046986,0.3665140902701154
uk_1,100,98.36735274363213,98.39593044317961,,-0.02857769954748335,1.6326472563678749,1.6040695568203915
uk_1,100,97.22294261267187,97.23514100440867,,-0.012198391736802705,2.777057387328128,2.764858995591325
uk_1,100,96.27110704970285,96.27580281778599,,-0.004695768083138319,3.7288929502971513,3.724197182214013
uk_1,100,68.2824545743359,68.34812929266086,,-0.06567471832495642,31.7175454256641,31.651870707339143
uk_1,100,111.20671800905033,111.44347659190196,,-0.2367585828516212,-11.206718009050334,-11.443476591901955
uk_1,100,102.94968440568302,103.19664483081453,,-0.24696042513151895,-2.9496844056830156,-3.1966448308145345
uk_1,100,100.10139267686743,100.22849161039136,,-0.12709893352392498,-0.1013926768674338,-0.2284916103913588
uk_1,100,97.06458327578689,97.1428213502929,,-0.07823807450601805,2.9354167242131126,2.8571786497070946
uk_1,100,97.77669049511712,97.81587979969602,,-0.03918930457889758,2.2233095048828773,2.1841202003039797
uk_1,100,97.8596907823963,97.87677359788375,,-0.017082815487455605,2.1403092176037006,2.123226402116245
uk_1,100,95.94443479096422,95.95114668823656,,-0.006711897272339229,4.055565209035777,4.0488533117634375
uk_1,100,94.35525748079927,94.35790985418583,,-0.0026523733865673194,5.644742519200733,5.642090145814166
uk_1,100,93.0518526746705,93.05358198539942,,-0.0017293107289191312,6.948147325329501,6.946418014600582
uk_1,100,95.92290224052395,95.92358659758541,,-0.0006843570614591954,4.077097759476047,4.0764134024145875
uk_1,100,96.49532581577138,96.4959665857708,,-0.000640769999421309,3.5046741842286195,3.5040334142291982
uk_1,100,97.89020151896621,97.89060300506907,,-0.0004014861028593941,2.109798481033792,2.1093969949309326
uk_1,100,98.84343519925717,98.8436093390158,,-0.0001741397586272342,1.156564800742828,1.1563906609842007
uk_1,100,97.15118576185085,97.33995170469535,,-0.18876594284449766,2.8488142381491457,2.660048295304648
uk_1,100,95.4233955878739,95.56507737997559,,-0.14168179210169285,4.576604412126102,4.434922620024409
uk_1,100,95.10669000106986,95.18786039741313,,-0.08117039634326773,4.893309998930135,4.812139602586868
uk_1,100,94.00498715181962,94.04460357168932,,-0.03961641986970221,5.99501284818038,5.955396428310678
uk_1,100,93.08812756505726,93.10430156732397,,-0.016174002266708953,6.911872434942737,6.895698432676028
uk_1,100,94.13899910285834,94.14402572063163,,-0.005026617773296493,5.861000897141665,5.855974279368368
uk_1,100,97.50531082141978,97.50551427175745,,-0.00020345033766488996,2.4946891785802165,2.4944857282425517
uk_1,100,95.53131722543753,95.932428132937,,-0.4011109074994721,4.468682774562467,4.067571867062995
uk_1,100,97.3806016195526,96.37586783709936,,1.0047337824532434,2.619398380447393,3.6241321629006364
uk_1,100,95.64152560313782,95.0187074779058,,0.6228181252320155,4.358474396862178,4.9812925220941935
uk_1,100,97.23610962358366,96.85010396389258,,0.3860056596910795,2.7638903764163416,3.149896036107421
uk_1,100,97.61254651243306,97.65454760300126,,-0.04200109056820622,2.387453487566944,2.3454523969987378
uk_1,100,95.72764263796965,95.80422544444671,,-0.07658280647706306,4.272357362030348,4.195774555553285
uk_1,100,91.724620561348,91.93066573317495,,-0.20604517182694337,8.275379438651996,8.069334266825052
uk_1,100,91.50107743621555,90.80909530531875,,0.6919821308968039,8.498922563784447,9.190904694681251
uk_1,100,92.63402487177726,92.13577067892061,,0.49825419285664907,7.365975128222743,7.864229321079392
uk_1,100,94.83838497861991,94.54397059350019,,0.2944143851197225,5.161615021380086,5.456029406499809
uk_1,100,95.47410814221638,94.8913693722552,,0.5827387699611819,4.52589185778362,5.108630627744802
uk_1,100,56.401647094444776,46.6467210585338,,9.754926035910977,43.598352905555224,53.3532789414662
uk_1,100,107.22695349686471,111.12189876996372,,-3.8949452730990117,-7.226953496864709,-11.121898769963721
uk_1,100,97.86744828357008,99.4825624192031,,-1.6151141356330214,2.1325517164299157,0.5174375807968943
uk_1,100,95.62669769884133,96.20705069827572,,-0.5803529994343961,4.373302301158674,3.7929493017242777
uk_1,100,93.4982828184312,93.64283251969545,,-0.14454970126423916,6.501717181568793,6.357167480304554
uk_1,100,83.90604479432304,93.48394802573982,,-9.577903231416784,16.093955205676963,6.516051974260179
uk_1,100,98.6473007411812,98.39868620885795,,0.24861453232324493,1.3526992588188023,1.6013137911420472
uk_1,100,96.38330378459901,97.8433424791289,,-1.4600386945298993,3.6166962154009923,2.156657520871093
uk_1,100,97.44161902165249,99.81088189545733,,-2.3692628738048427,2.5583809783475147,0.18911810454267197
uk_1,100,98.5292877877602,101.04476123069905,,-2.5154734429388554,1.4707122122398033,-1.0447612306990521
uk_1,100,96.18393182849043,99.38853019116043,,-3.204598362669998,3.8160681715095706,0.6114698088395727
uk_1,100,95.83906947629349,99.22638040693202,,-3.3873109306385345,4.1609305237065115,0.773619593067977
uk_1,100,91.61490583987533,94.04641122869515,,-2.431505388819815,8.385094160124666,5.953588771304851
uk_1,100,90.89948658381252,92.5642303104681,,-1.664743726655587,9.100513416187482,7.435769689531895
uk_1,100,94.6532041170234,95.49453420018152,,-0.8413300831581125,5.346795882976593,4.505465799818481
uk_1,100,96.38328179018684,96.74158244814285,,-0.35830065795600774,3.6167182098131576,3.25841755185715
uk_1,100,95.09017319731596,95.04859159042678,,0.041581606889181444,4.909826802684037,4.951408409573219
uk_1,100,95.63341927407552,95.5343088423191,,0.0991104317564151,4.366580725924479,4.465691157680894
uk_1,100,94.61729410786448,94.53771379755307,,0.07958031031141388,5.382705892135519,5.462286202446933
uk_1,100,92.87806145406529,92.83826038610817,,0.039801067957114356,7.121938545934711,7.161739613891825
uk_1,100,94.86938572803759,94.84702209595869,,0.022363632078892692,5.130614271962415,5.1529779040413075
uk_2,300,300.0,300.0,,0.0,0.0,0.0
uk_2,300,300.0001478536589,300.0001478536589,,0.0,-0.00014785365891611946,-0.00014785365891611946
uk_2,300,299.0400697311491,299.0400697311491,,0.0,0.9599302688508828,0.9599302688508828
uk_2,300,302.4118470445386,302.4118470445386,,0.0,-2.4118470445386038,-2.4118470445386038
uk_2,300,298.7012593431986,298.7012593431986,,0.0,1.2987406568013853,1.2987406568013853
uk_2,300,298.20352251639355,297.81070197037087,,0.39282054602267635,1.796477483606452,2.1892980296291285
uk_2,300,301.03266209351784,301.52076458999534,,-0.48810249647749515,-1.0326620935178425,-1.5207645899953377
uk_2,300,303.4740238672285,302.8870589793493,,0.5869648878791622,-3.4740238672284818,-2.8870589793493195
uk_2,300,295.5846820339062,294.751550035738,,0.8331319981681986,4.4153179660938235,5.248449964262022
uk_2,300,301.6334580640624,301.18582921947325,,0.44762884458913277,-1.6334580640623813,-1.1858292194732485
uk_2,300,299.98398355034,299.7172180658875,,0.2667654844524918,0.016016449660014587,0.2827819341125064
