Parameter,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual,Case Dual
Cost,[81.64851505],[124.62227918],[159.48832272],[359.15311079],[186.18399059],[128.2838873],[468.78697955],[128.94345498],[90.03084659],[126.89349089],[103.20048535],[97.64692738],[229.18127129],[121.42062329],[95.33171105],[75.67095126],[442.43380855],[96.48076033],[95.46907808],[140.20297529]
t5,0.8465206412,0.7646152652,0.7869378342,0.7623006114,0.736900641,0.889297381,0.7875566577,0.9116116843,0.7848892784,0.8150790859,0.8873255728,0.6471487503,0.7243237605,0.8681888553,0.7302042764,0.5422670336,0.9038306161,0.6910747145,0.590102837,0.7185147892
t5,0.8852708946,0.7219354142,0.737637183,0.7851428171,0.7380266942,0.8923773591,0.7748556301,0.9178530217,0.7429511265,0.7462228703,0.882851667,0.6732582358,0.7475857147,0.8662218011,0.7360237907,0.5356318122,0.8850946484,0.6305465746,0.57657432,0.5464863662
t6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
t6,1.5001172346,1.5021777817,1.5037634522,1.5000382139,1.4999792688,1.4998920777,1.5013307975,1.5158070251,1.4997742789,1.5025101171,1.5022402408,1.5007433984,1.5003803302,1.4999416157,1.5006350167,1.5428452117,1.5142086062,1.4997769528,1.4975309572,1.5093601106
t6,1.4979814394,1.4980579076,1.4978444616,1.5000764261,1.504061752,1.5059276514,1.5076320037,1.5239257888,1.5097542384,1.4962105344,1.5061751676,1.5027142563,1.5004877616,1.5004909279,1.5097131334,1.4744243493,1.5078033528,1.5177454882,1.5914736454,1.5005031034
t6,1.5220705257,1.425632581,1.4925397619,1.5006165482,1.6034238161,1.5387742813,1.577673759,1.4852857446,1.5166650265,1.4979162589,1.5038519089,1.5500823348,1.4877006589,1.4905732368,1.4226056219,1.3248743902,1.2746176032,1.4931308249,1.4763700424,1.3135910467
t6,1.5054466098,1.6045136746,1.381263689,1.5018804738,1.623880792,1.5390004715,1.392992979,1.3892860575,1.449934573,1.4494388361,1.4790664576,1.3730297349,1.3447922004,1.5142453368,1.3393874241,0.7360818451,1.1783086402,1.4221162612,0.9216703513,1.0478485579
t6,1.3029883313,1.5832145591,1.3300117982,1.4743416737,1.6153989628,1.5533585517,1.1162384942,1.290881198,1.2582556291,1.2939355302,1.5927843456,1.1084522133,0.9207143645,1.4592378503,0.9955443711,1.1505347354,0.8493393979,1.3373370262,0.9584987463,0.8340579095
t6,1.0731084468,1.5543043753,0.8352335273,1.4445595838,1.5562020943,1.5555775229,0.7795350329,1.0302695794,0.9503819845,0.9554871204,1.6019929304,0.5555296405,1.0828641363,1.4686578619,1.0431736049,1.116150305,1.1346457571,0.9345763954,0.6303826758,0.8092796355
t6,0.4794140094,1.4829619842,1.2404062371,1.2968267146,1.2691976586,1.5645586868,0.8496817368,1.023030086,1.0098558139,1.1100749715,1.6941263124,1.5221398786,0.881205006,1.4239673868,0.9229486888,1.1144066161,1.1137491263,1.1412303737,1.1183291642,0.7897479733
t6,1.4427485584,1.1063617066,1.1464228043,1.3572782196,1.0881306483,1.5406741904,0.8020294424,1.1373812972,0.7767670653,1.0108191393,1.6591035639,1.5793456077,1.0253639911,1.3757596551,0.8679769232,1.3267723532,1.1399676559,1.0790816041,1.4459067765,1.0446238269
t6,1.4713378896,1.4434213262,1.009854402,1.2295737047,0.9974277458,1.4309579796,0.9746329298,1.1505463756,1.1040356173,1.134775778,1.5880687194,1.543810304,1.0115989864,1.1766843923,1.0082267848,1.3410797992,1.1609006922,1.0243671341,1.4324160105,1.5242897389
t6,1.4164332715,1.3127019026,0.9828474749,0.8438664428,0.9160339571,1.0937058004,1.2085346592,1.1819025254,1.2057148871,1.1396289984,1.3523749296,1.3372810531,1.025461175,0.9286402192,1.0137083948,1.2725905412,1.3017469454,1.0737458214,1.602520321,1.4230468627
t6,1.3710258879,1.1290134929,1.1333820946,1.2249541512,0.6770436332,0.7195686175,1.2976940435,1.2253626511,1.2184625809,1.1811440271,1.0623787526,1.3381761818,1.0025657167,1.0884840858,1.0115548402,1.2822651488,1.3039265359,1.0742194349,1.6108937591,1.6936621805
t6,0.9294964142,1.2613807153,1.1974890131,1.1689018327,1.2757162116,0.9912675462,1.1373603483,1.2204333698,1.1933073186,1.174375233,0.9836077199,1.3485823198,0.8129979553,1.0127771929,1.2063908131,1.4118521993,1.3445102366,1.0684932795,1.5867921343,1.6955791473
t6,1.1665058871,1.2636046232,1.1944440657,1.1162354827,1.4645257851,0.9055449188,0.9840655399,1.1722624377,1.1927888984,1.1769872484,0.8492484768,1.3181300346,1.0313345571,1.1791166173,1.2606417806,1.6241399708,1.2917146074,1.056181295,1.5784429928,1.6563203185
t6,0.7148195264,1.2045945717,1.5516914998,1.1441752113,1.4141890682,0.8364910425,0.8411799584,0.8253602573,1.3094717882,1.0342948938,1.1036181463,1.3710926799,0.9852849882,1.0985353276,1.342112059,1.4941484113,1.1747102595,1.2357738651,1.5827183815,1.6590750196
t6,0.5595156877,1.335623485,1.5682311778,1.2621258681,1.4105902424,1.1047193874,0.8911190104,1.2024774429,1.3486783353,1.2627335209,0.986528918,1.5184233427,0.9104716234,1.4110449994,1.3058947005,1.638657805,1.0346050056,1.1211067051,1.6026762648,1.5208100413
t6,0.8281820031,1.23207997,1.3870161744,1.2942240049,1.5490151425,1.0473932211,1.0663829918,1.2010002991,1.3089904513,1.3039678151,0.979736626,1.4571146284,1.0937886627,1.5203664935,1.246638018,1.67994234,1.1857387924,1.3406547508,1.655498827,1.388722029
t6,0.2720727486,1.2161763646,1.6284157359,1.2212591567,0.9702560725,0.9798840356,0.7239683738,1.0447523196,1.587707872,1.364970437,1.1222704016,1.469739393,1.0171512,1.2853537788,1.2941397359,1.5756347422,0.4744173072,1.4915116942,1.5660566922,1.0566217379
t6,0.4616259011,1.0535371314,1.6085682702,1.0152283973,0.7489166758,0.8364996977,1.0232934888,0.6462006911,1.1502379111,1.0955886135,0.987385773,1.4211958372,1.0485266008,1.153522529,0.9280281768,1.2826331806,0.8605710247,1.1567621508,1.4377036855,1.0800428032
t6,0.5305731691,0.6253286558,1.1085319814,0.9739447989,0.8955472645,0.8284054027,1.0197116482,0.5834849409,0.9012247967,0.9183900829,0.9461272554,1.376539021,0.9986413647,0.8995977862,1.0949357423,1.4803373653,0.831751141,0.9180930527,1.5433414439,1.0323221724
