Parameter,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE,Case CE
t6,1.3333412244,1.4218050978,1.2253773868,1.4577306077,1.4291985578,1.4473520941,1.4088388943,1.3003787896,1.6110710016,1.3436457608,1.4314212843,1.5220429748,1.5375618238,1.4904212425,1.5240925234,1.4861716002,1.0967171775,1.519682404,1.3037902606,1.6062576072
t6,1.01885656,1.4186509998,1.0583654184,1.4228523215,1.1711593177,1.422818493,1.2122766101,0.9409935306,1.458041837,0.9917174654,1.3229962542,1.5389196961,1.5678842067,1.4844833265,1.6790324146,1.3302609897,0.957842563,1.5370952156,1.1572852218,1.530972796
t6,0.9240979895,1.4214402415,0.8807060881,1.1905313009,0.7562812053,1.3781946969,1.0674356905,0.8688096983,0.9786747312,1.0583583514,1.2784604233,1.5323232882,1.5305441027,1.4699395771,1.6083149643,0.9870244062,0.9930234583,1.4150136184,1.1496587483,1.2710418782
t6,0.9660870808,1.4678551693,0.8071937169,0.9965576597,0.8312528089,1.2512454651,1.1102881156,0.7785643639,0.8780572825,0.9731407372,0.9295688242,1.5133041512,1.4478916428,1.4249233691,1.486429055,0.9014190423,0.7251268664,1.1036456123,1.197999849,0.9021855065
t6,0.9395923776,1.50300331,1.0018384565,0.8455511421,0.7535094785,1.2168537007,0.895181831,0.8273494319,0.6281228896,0.916711866,0.9923280932,1.2833533298,1.2801901041,1.4606177982,0.6006548949,0.7630089403,1.2323635354,0.8151962096,1.1040279213,0.8590899563
t6,1.0061541703,1.3057467264,1.1063551431,0.7883027143,0.8167529672,1.2042405347,1.3540293289,1.0073137116,0.7497352524,0.931465351,0.8705304949,1.4071612393,1.1697937852,1.3757609544,1.6459417846,0.7485160059,1.1660802875,0.9049258686,0.7905539706,0.6079825405
t6,1.0028760878,0.9918896687,1.2117420798,0.6468577664,0.8239761269,1.1350737696,1.451058518,1.0421488305,0.5991327986,1.0080915391,0.6161411794,1.331849444,0.9252233242,1.2100673597,1.6219766365,0.771608557,1.274242049,0.9064265033,1.288507611,0.7162623426
t6,1.0018573983,1.2355973802,1.3385212928,1.5561679771,0.8125177093,0.9276848877,1.5179929533,1.0350131005,0.7864206083,1.4513281499,0.9730196373,1.3524270948,1.1602726172,1.4321655297,1.6846301643,0.8951063529,1.376925417,1.0428346453,1.3486680828,0.8005737171
t6,0.9426982035,1.1874833387,1.3009710182,1.5358699694,1.126671986,1.0565659579,1.5109298668,0.8224446193,0.931552073,1.4966033906,1.2439509598,1.2819707703,0.829403526,1.5836083659,1.2434590907,0.9025530646,1.1757318891,0.8578708371,1.310401984,0.7327832308
t6,0.6222340421,1.1954855138,1.2460200979,1.2834368989,1.0808536016,0.9551903304,1.4342150056,1.0815550801,1.0954171641,1.1378596944,1.2032021666,1.2805620753,0.7040112771,1.4374293117,1.5405256097,0.9498756976,1.2101794937,1.1749700683,1.2387889018,0.7411698099
t6,0.6843948469,0.7872507788,1.0602407113,1.2426161136,1.0671083902,0.9639585758,1.4141540383,1.5183454626,1.2688578612,1.1710436038,1.286127954,1.3029261904,0.7116406527,1.3505379035,1.6914268386,0.7258890995,1.3974140538,1.5968823032,1.2285840996,0.611507376
t6,1.7295283479,0.8247019799,1.0597433811,0.0836696903,1.043639748,1.0031036283,1.4949089306,1.4800985017,1.0175251125,1.47557323,1.2708650552,0.983668266,0.8050371749,1.3368819766,1.6218133559,1.1173201413,1.4311173233,1.3749533051,1.1112222762,0.6880183757
t6,1.7185082787,0.4447620567,0.8116153547,0.0610025503,0.6606870942,1.0160212833,1.3613378074,1.447822654,0.8441022088,1.572205503,1.1177766652,1.1396544126,1.1638928661,1.3137784816,2.1157505632,1.0238698002,1.309050397,1.3003940501,1.3986269335,0.7742967415
t6,1.7743706901,0.5170553028,0.8946170514,0.7503007915,0.6247658224,1.0295203996,1.327794532,1.4844371,1.0810125602,1.4814146938,1.1006237064,1.1876765023,1.1075461655,1.3247617378,2.1585880991,0.9879261849,1.3831764704,1.3412540925,1.3935456309,0.8151765155
t6,1.4382354101,1.1443871955,1.0733294759,1.0922749355,1.0909373244,0.9003770947,1.3446771578,1.1841956438,0.9288097317,1.4541453202,1.2372567315,0.7001508717,1.242831819,1.1378536658,1.4064362611,0.3366268425,1.4494025698,1.037104322,1.1944682928,0.2859401514
t6,1.4498385352,0.1775594115,1.0744380386,1.2717229582,1.1926351319,0.9519249799,1.270627461,1.1936115449,1.2968377067,1.4565130606,0.9933263113,0.838320593,0.5441306009,1.153284574,1.4128219137,1.0400292876,1.4323058657,1.3264756666,1.1733608072,0.677427353
